comuna,geometry
RIO NEGRO,"POLYGON ((-73.6575537816724 -40.9019049131354, -73.6615728438731 -40.9013928363873, -73.8675932675521 -40.8075459168224, -73.8338701107379 -40.664277254774, -73.8034419458091 -40.633639189406, -73.1848666507408 -40.6285054924259, -73.0346259848719 -40.6876348286866, -73.0329529593769 -40.6885318458791, -73.0319389301096 -40.6894108580313, -73.0305069722489 -40.6908558458587, -73.0058429719577 -40.721166987499, -72.9951674919129 -40.7447329312924, -72.9802478015747 -40.8007156542227, -72.9822293305767 -40.8140994132089, -72.9938041972446 -40.8279420126054, -73.0140488211891 -40.852090309334, -73.0152898526794 -40.8527852898672, -73.2562138559169 -40.8779612359929, -73.2587509283242 -40.8781942047532, -73.6575537816724 -40.9019049131354))"
RIO VERDE,"POLYGON ((-72.4973165126492 -53.5389988469614, -72.5532896897184 -53.5372996668308, -72.5572166713731 -53.536278933146, -72.7907504376884 -53.4340594298681, -73.1717006254687 -53.2646335184375, -73.1951209353323 -53.2523679377905, -73.8282317441689 -52.9166701539309, -73.8353377648479 -52.894866030925, -73.8359423663511 -52.8894559773735, -73.8278006737846 -52.8818313713855, -73.8252953025735 -52.8803159945136, -73.0950515472298 -52.5360255045678, -72.5885882682553 -52.3743380968125, -72.5449093789058 -52.3632535546179, -72.0481797722313 -52.325720209666, -71.854606615891 -52.32696946447, -71.6348031229524 -52.3616343604134, -71.441864766531 -52.4395905591607, -71.338096065916 -52.5334871517027, -71.3337220746766 -52.8051519714677, -72.3860470844468 -53.5302866622706, -72.3886113247241 -53.5317405024937, -72.390111972161 -53.5319857053128, -72.4021986427563 -53.5333709651063, -72.4213048917937 -53.5352871199723, -72.4953622015617 -53.5389571207248, -72.4973165126492 -53.5389988469614))"
ROMERAL,"POLYGON ((-70.5814931011449 -35.2727399352722, -70.6372880486644 -35.2649200371783, -70.7276200828264 -35.2505675214719, -70.729573125567 -35.2500355692686, -71.1057133614215 -35.0593368081935, -71.1060993431783 -35.0591288782953, -71.2119105337113 -34.9895183270718, -71.2180486483981 -34.983973265728, -71.1609615378962 -34.9066234299741, -70.747446619434 -34.8829585816315, -70.5442381092327 -34.9303718141627, -70.3623761327515 -35.0031046686776, -70.3594816707627 -35.0300675831516, -70.3583063799661 -35.0977413912724, -70.3626644920587 -35.1357452068286, -70.3747137655584 -35.1696858909981, -70.3762479047922 -35.173261825029, -70.5814931011449 -35.2727399352722))"
SAAVEDRA,"POLYGON ((-73.3357189732476 -38.9617007917118, -73.3392708915543 -38.9550747410964, -73.3515465910152 -38.9313067286707, -73.3680681209395 -38.8979437263047, -73.4185865911192 -38.7875618269878, -73.4201094268565 -38.7828028195312, -73.4241217957036 -38.757872989108, -73.4241736713042 -38.7536240538965, -73.4233915818865 -38.7510270713129, -73.4225144676619 -38.7489831198137, -73.4207113525545 -38.7471111390317, -73.3569315266231 -38.6980727916051, -73.3535512856338 -38.6956848768572, -73.3493990721771 -38.6940250402244, -73.3457219363263 -38.6936040570568, -73.3212510560841 -38.6920235762524, -73.3184029436669 -38.6919826243883, -73.2825737427251 -38.6958322359741, -73.2799946764413 -38.696791247499, -73.2731524812804 -38.6998884344833, -73.2470842034374 -38.7204957125039, -73.1752705203264 -38.8202051527391, -73.175305551966 -38.8206721338524, -73.1858484036731 -38.929692957964, -73.1863054325101 -38.9314449246155, -73.2042606877247 -38.9499844001412, -73.2056248397698 -38.951337359132, -73.211510111043 -38.9563431716974, -73.212675281142 -38.9572831654254, -73.2187465668734 -38.9591170855494, -73.2214596023081 -38.9596699770644, -73.3276866564963 -38.9616589547458, -73.3357189732476 -38.9617007917118))"
SAGRADA FAMILIA,"POLYGON ((-71.5176375493646 -35.2494460768398, -71.6294840901696 -35.2277562240722, -71.6573177347663 -35.2114197518532, -71.6610827693495 -35.209144757878, -71.6644828782985 -35.2070676979817, -71.6677488114152 -35.2028016133045, -71.6710418745003 -35.1974866406113, -71.6976953506732 -35.0981345279011, -71.592976308469 -35.0544665142315, -71.4229952644344 -34.9853027503118, -71.4212041444824 -34.9846847529451, -71.3755583283635 -34.9761775601891, -71.3733221816953 -34.9761616318697, -71.3015628255433 -34.9856348268034, -71.2936835215404 -34.987806955651, -71.2910075188406 -34.9885719283458, -71.2888844550756 -34.9898610096531, -71.2608200633972 -35.0155153908455, -71.2498599047112 -35.0276264976251, -71.2573204326763 -35.0377743343262, -71.4993985500151 -35.2407023720807, -71.5072120523524 -35.2454622182729, -71.5176375493646 -35.2494460768398))"
SALAMANCA,"POLYGON ((-70.4157096476394 -32.2820757979815, -70.9352493132617 -32.0773446946422, -70.9372743723764 -32.0757446196502, -70.9685728205626 -32.04522717874, -70.9720629198521 -32.0414461057173, -71.0811438054196 -31.9020803869561, -71.0916027444636 -31.8771202294497, -71.0924846898599 -31.8747222650112, -71.1005277905585 -31.8222900818348, -71.1009506771553 -31.8146561525465, -71.0952866548092 -31.7313281815982, -71.0936434027489 -31.7225021923307, -71.0927563285958 -31.7208142280677, -71.0909192651801 -31.7184612585804, -71.0826437795153 -31.7111733871468, -71.0282657796857 -31.6636982507517, -71.0129320366804 -31.6554284122102, -71.0114780477374 -31.6549064538688, -70.6203491996609 -31.5371954672483, -70.6137979752918 -31.5359166115253, -70.6101468025748 -31.5356216544074, -70.606670700266 -31.5356657328925, -70.6027776147698 -31.5360547601308, -70.6004164793001 -31.5368337771968, -70.597892475794 -31.5380228205282, -70.5816990090204 -31.5457261081835, -70.5617185445439 -31.556970399846, -70.2325342035629 -31.9249366662746, -70.2117230409506 -31.9517440158415, -70.2092289981702 -31.9559830233724, -70.2090820410951 -31.9569360413963, -70.2085383534882 -31.9760870043807, -70.3055365007209 -32.2316975287183, -70.3097238780081 -32.2408534492605, -70.3242020788408 -32.2711642129644, -70.3254861060036 -32.2734561780184, -70.326287215988 -32.2747571625676, -70.3274032419525 -32.2761791356814, -70.4157096476394 -32.2820757979815))"
SAN ANTONIO,"POLYGON ((-71.4464198755211 -33.7860611330414, -71.4521010044352 -33.7856359992624, -71.4730177770069 -33.7834796928812, -71.5211623483198 -33.77706988086, -71.5220583461815 -33.7765619155911, -71.5231734027267 -33.775781868455, -71.5583909026459 -33.740595404249, -71.6315995585099 -33.6177834677451, -71.6275499739675 -33.5546616489276, -71.6274789514037 -33.5535646607705, -71.6272019596108 -33.5531687052066, -71.3404589483956 -33.5754153468536, -71.3364937924271 -33.5761724045162, -71.3339827672558 -33.5770734949934, -71.329658602029 -33.5787025259086, -71.3292767107352 -33.5800205559782, -71.3293987438492 -33.5815865094341, -71.3325072379292 -33.5979154159592, -71.362887850278 -33.7451575508249, -71.3748367923433 -33.7698943574445, -71.3813962350331 -33.776544258423, -71.3885455607468 -33.7797951349144, -71.3981489294629 -33.7812129558517, -71.4464198755211 -33.7860611330414))"
SAN BERNARDO,"POLYGON ((-70.8214059432753 -33.7526365185784, -70.8222638941158 -33.7500315012836, -70.8242898220313 -33.7416634428708, -70.8247952779503 -33.7193245634432, -70.7678688672184 -33.5741647058793, -70.7650686006196 -33.5702008419027, -70.7646126174783 -33.5695718538919, -70.7271582043412 -33.5266615114206, -70.7257701304333 -33.5271725111024, -70.7244581350535 -33.5276565758854, -70.6863180561382 -33.5417821444601, -70.6862120072556 -33.5418271462181, -70.6294309568981 -33.6299689144526, -70.6317254904206 -33.6457058532732, -70.8214059432753 -33.7526365185784))"
SAN CARLOS,"POLYGON ((-72.0894250779119 -36.5503793464639, -72.0938143006729 -36.5503352760418, -72.0949113373369 -36.5500872795414, -72.3194423262104 -36.3565324430734, -72.3320424434753 -36.3442012457676, -72.3340374135223 -36.3403222442839, -72.3342383059551 -36.3344403304436, -72.3199362073018 -36.2802608145008, -72.2394732515353 -36.203055713602, -72.2250416917646 -36.2053289975722, -72.2129913774479 -36.2091641196145, -71.9515620826153 -36.295968295649, -71.949129031317 -36.2967803183609, -71.7228559118745 -36.419848648075, -71.704158528809 -36.4318428836963, -71.6785290137393 -36.4487052559287, -71.6696383808598 -36.4713123280763, -71.6652986153059 -36.4852483036832, -71.679672142152 -36.5214008100105, -72.0894250779119 -36.5503793464639))"
SAN CLEMENTE,"POLYGON ((-70.4924312160203 -36.178114522714, -70.8727796149332 -35.9898048545649, -71.5717071454378 -35.5864646613855, -71.5870503562657 -35.5720944518367, -71.5757262017731 -35.5431157539373, -71.5597287525061 -35.5108501230488, -71.5585197371795 -35.508908180038, -71.5497340073237 -35.4970814290392, -71.4941220076989 -35.4226697030938, -71.2530357614536 -35.3707880930555, -71.2493536021616 -35.3706941886454, -71.1966457394049 -35.3720580557924, -71.1183818766212 -35.3752003903948, -71.1166448261365 -35.3754543940935, -70.5460636871017 -35.4665487605672, -70.5420536306898 -35.4673348239089, -70.5091592532845 -35.502314278115, -70.5029062387663 -35.5098443901843, -70.4295057609359 -35.5997692891776, -70.3738891866207 -35.6986608110217, -70.3111757047032 -35.8117573619373, -70.3705819063933 -36.0392972851317, -70.3713319690999 -36.0413233097124, -70.4212019159427 -36.1551538788497, -70.4218218898738 -36.1564059000038, -70.4484014192146 -36.1735223601719, -70.4490054769247 -36.173902318158, -70.4924312160203 -36.178114522714))"
SAN ESTEBAN,"POLYGON ((-70.3615764633168 -32.9075963127016, -70.3632785346851 -32.9071732374421, -70.5867141455683 -32.8329897490343, -70.5878322359465 -32.8319397237061, -70.6071654399941 -32.8125414652695, -70.6105920126032 -32.786836413148, -70.6134326401653 -32.7228593656226, -70.6134146776248 -32.7218384473099, -70.5718543411288 -32.6409080997376, -70.5703562676261 -32.6390231981217, -70.5667750517919 -32.6356721962881, -70.5117131978587 -32.6001501772667, -70.2290989794744 -32.4300646432902, -70.2197225907084 -32.4277357963866, -70.1700363266701 -32.4525076262735, -70.1514547862638 -32.4627329311317, -70.1491908370086 -32.4645179263682, -70.1475458133678 -32.4660319383969, -70.1365867823016 -32.4863851655057, -70.1354928694696 -32.490363092583, -70.1238554063263 -32.5348962984008, -70.1237864690981 -32.5392953018048, -70.1269573845586 -32.5757662359057, -70.1446752097788 -32.7159028501795, -70.1458814265025 -32.7231178728928, -70.1462634214578 -32.723951804152, -70.1727793263674 -32.7658194305686, -70.1812018105285 -32.7740342919948, -70.2503826508491 -32.8316820611303, -70.3367663011076 -32.893946689642, -70.3395273940869 -32.8957406117351, -70.3579713703623 -32.9064873381415, -70.3599494001163 -32.9073443332938, -70.3615764633168 -32.9075963127016))"
SAN FABIAN,"POLYGON ((-71.128163060919 -36.9452711564392, -71.1492596814205 -36.9397337746652, -71.1524837665656 -36.9386487237229, -71.6804231260768 -36.5232898268682, -71.6925914068949 -36.4420390895942, -71.6496018145037 -36.3689012540204, -71.6459436189317 -36.3676583590895, -71.6436475695612 -36.3672963480013, -71.1135264984104 -36.3607027679409, -71.1129524824167 -36.3607777340858, -71.1111584449486 -36.3610147869179, -71.0849156821063 -36.3679621851927, -71.0783534835345 -36.3713202618676, -71.0748484028883 -36.3735433954959, -71.0721693502995 -36.3755723449951, -71.0629882089302 -36.3832994756343, -71.0614852133465 -36.3848575593412, -71.0606962031731 -36.3864925291889, -71.0354856292852 -36.4733525149209, -71.0056741556342 -36.6823578671716, -71.0864180165828 -36.9324999673096, -71.128163060919 -36.9452711564392))"
SAN FELIPE,"POLYGON ((-70.658201635407 -32.8242936038836, -70.7531427562921 -32.8072821031162, -70.851325471086 -32.7679845436056, -70.8544605151735 -32.7652205572926, -70.8699003482823 -32.7315553267186, -70.8701802683695 -32.7296513443317, -70.829047090383 -32.6519160326809, -70.8261938926398 -32.6476930539246, -70.8246157896969 -32.6459430585673, -70.8223485928391 -32.6443721669869, -70.8193265520781 -32.6437121654392, -70.6631456546664 -32.6837617041932, -70.6596276940535 -32.6929566939021, -70.6331011129708 -32.7997690698914, -70.6334281613269 -32.801734043436, -70.6362824189744 -32.8057279713244, -70.658201635407 -32.8242936038836))"
SAN FERNANDO,"POLYGON ((-70.3623761327515 -35.0031046686776, -70.6218124317765 -34.9861823495204, -70.6625654728806 -34.9656777050171, -70.6645595277664 -34.9644717113783, -70.8106252066574 -34.8545245783871, -70.812576237312 -34.8530045358405, -71.0484425612031 -34.5900564389283, -71.049267557881 -34.5885494570489, -71.048933524711 -34.5873234750857, -71.0451560841836 -34.5751785881138, -71.03343687817 -34.5446549025891, -71.0056110923764 -34.5113924572932, -70.9056104484407 -34.4764332487522, -70.9048564407037 -34.4764452735972, -70.4233211392096 -34.5877679535713, -70.417501021414 -34.5892990803086, -70.3366427821169 -34.6237562636022, -70.3058351222079 -34.6419727578634, -70.3045969999419 -34.6432538179372, -70.2921691776277 -34.6653269525371, -70.2585363956677 -34.7270363092344, -70.2582604167243 -34.7279152534126, -70.248759725752 -34.7970832204263, -70.2487657197604 -34.7975312149456, -70.2766396627333 -34.8733134933661, -70.2773167102768 -34.8751255268852, -70.2785258004774 -34.8777884710689, -70.3312354351168 -34.9848762000259, -70.3341887647696 -34.9906231411991, -70.3573759218374 -35.0013887534369, -70.3592099525539 -35.0022247127776, -70.3606470047443 -35.0026367280712, -70.3623761327515 -35.0031046686776))"
SAN GREGORIO,"POLYGON ((-70.8216487074321 -52.7581172768795, -70.824291438418 -52.7573461579704, -70.8967392608819 -52.7277691012907, -70.8978407574404 -52.7271648130508, -70.9221070509261 -52.7087267202779, -70.9230103962748 -52.0586869014376, -70.8783900345521 -52.0020295685815, -70.8359142173137 -52.0020205265622, -70.6678153190649 -52.0020213205581, -70.0137645870597 -52.0026017054303, -69.9821606733674 -52.0026671552565, -69.1926945533375 -52.1451181544248, -69.181641367619 -52.1472799462722, -68.4064523620973 -52.3428227218503, -68.4136964529004 -52.3712503011124, -70.710706212043 -52.7565754568364, -70.7117786541614 -52.7566206599552, -70.8216487074321 -52.7581172768795))"
SAN IGNACIO,"POLYGON ((-72.1038294442391 -36.903665940824, -72.1227851343069 -36.9032495284837, -72.1412747872612 -36.9017232968492, -72.1417587882892 -36.9016542613768, -72.202387622305 -36.8864262289913, -72.1352498348011 -36.7340294027376, -72.1288884735504 -36.7293325780612, -72.1281194765467 -36.7289505643892, -72.1272264657321 -36.7288095991142, -72.1155189640261 -36.7288217906485, -71.9874036911903 -36.7460759768509, -71.9842646596442 -36.7468200911822, -71.7630474789599 -36.8207095792324, -71.762701414788 -36.8225875565542, -71.7643035804499 -36.8240305453334, -71.7886499109849 -36.8399030037491, -72.0502201186725 -36.8941629313837, -72.0975111592609 -36.9031500418018, -72.1038294442391 -36.903665940824))"
SAN JAVIER,"POLYGON ((-71.8404271572719 -35.8555896266721, -71.897385162063 -35.8492316825025, -72.0163955778523 -35.8115077338977, -72.0405648412887 -35.7913334420522, -72.0671240649086 -35.7594860962643, -72.1810665311855 -35.6199158330571, -72.1831805446246 -35.6169627861559, -72.183671465797 -35.6144338405729, -72.1898637838799 -35.5760159245107, -72.1898147488992 -35.5758918524807, -72.107704172572 -35.4394970004511, -72.0764725112289 -35.4186855968736, -72.0739473072701 -35.4179937105014, -72.0725412932026 -35.4180646628282, -72.0701971812527 -35.4185337744271, -71.8840036440293 -35.4650997600422, -71.5933558428882 -35.5810073045065, -71.5861847179216 -35.5840543667129, -71.5807932035531 -35.6497441210715, -71.8102438071448 -35.8432322555407, -71.8147569664741 -35.846088125592, -71.8268285722143 -35.8522459154956, -71.8370281038926 -35.8554476373162, -71.8404271572719 -35.8555896266721))"
SAN JOAQUIN,"POLYGON ((-70.6374108027484 -33.5214100151868, -70.6393225972643 -33.5102590075346, -70.6394865331504 -33.5090139513523, -70.642553021705 -33.4836189349077, -70.6426170560126 -33.4827689417299, -70.6426980244547 -33.4814829438655, -70.6427759578518 -33.4801099764071, -70.642788005546 -33.4798809424065, -70.6427970210116 -33.4796579745734, -70.6428080081028 -33.4791619197274, -70.6259241501486 -33.4722372718873, -70.6254282065461 -33.4725382131862, -70.6252292209244 -33.4726982908272, -70.6251971711913 -33.4727282820219, -70.6251411631219 -33.4727942194482, -70.6250601602107 -33.472940302531, -70.6249951447325 -33.4731232256354, -70.6193723753147 -33.489999357041, -70.612384607306 -33.5130584221858, -70.6123206323023 -33.5135784217877, -70.6121687237806 -33.5148434118701, -70.6120686433079 -33.5157403957496, -70.6279733329775 -33.5203771176428, -70.6282664082712 -33.5204410857768, -70.6357456859847 -33.5212490361043, -70.6374108027484 -33.5214100151868))"
SAN JOSE DE MAIPO,"POLYGON ((-69.9127908380622 -34.2923062644887, -70.0311621504604 -34.2883953043461, -70.0621101998723 -34.2846127986108, -70.06365931901 -34.2838527622585, -70.3380231119589 -34.0523997555386, -70.3387290271726 -34.0516457394629, -70.339774070356 -34.0496747623303, -70.3448640402433 -34.0387947218552, -70.4288007285926 -33.8548687784101, -70.4969900830319 -33.5891891381547, -70.4994319000574 -33.5778261567686, -70.4993768055076 -33.5746401065883, -70.4991688118063 -33.5726851138824, -70.4863636603513 -33.5421154057052, -70.2341510527226 -33.1397550290643, -70.2331918941752 -33.1387540971222, -70.1010521102031 -33.0519123147171, -70.1000400204544 -33.051631353254, -70.0924366612258 -33.0499194072712, -70.0810624602128 -33.0582986136013, -69.8003871628402 -33.287432861269, -69.7986250970159 -33.289632885045, -69.7980851697573 -33.290557890109, -69.7813641409707 -33.3204571102596, -69.7779922342967 -33.3269291729298, -69.7700512878236 -33.3442582281314, -69.7688522901946 -33.3484132943919, -69.7959193311975 -34.2083763608705, -69.7960383996666 -34.2100163794357, -69.802617324026 -34.2353051528063, -69.8056306732993 -34.2462461388516, -69.8058426372969 -34.2466760794773, -69.908827625259 -34.291041281737, -69.911541729047 -34.2921432354637, -69.9127908380622 -34.2923062644887))"
SAN JUAN DE LA COSTA,"POLYGON ((-73.5710501683548 -40.7474795076495, -73.5961160784761 -40.7471250002696, -73.5996002595629 -40.7469029080526, -73.6764902852462 -40.72173872441, -73.6782472436005 -40.7208327060291, -73.8034419458091 -40.633639189406, -73.7810018288688 -40.4478577856549, -73.7519987092607 -40.2999900163759, -73.7488181457677 -40.2849991917594, -73.732983774861 -40.2629887556432, -73.7306255596901 -40.2597868807787, -73.7158835329311 -40.2439423283656, -73.6991476621288 -40.2358187102136, -73.6976475547686 -40.2352167356833, -73.6935773852324 -40.2351708896385, -73.6920633527646 -40.2353208441209, -73.4557856894116 -40.2689161819869, -73.453905695854 -40.2697271927168, -73.452951661745 -40.2707172218197, -73.336351167198 -40.4166518981586, -73.3071584014834 -40.4548340470791, -73.3066294357309 -40.4558030919118, -73.3069196477543 -40.4651399517702, -73.3285631150548 -40.6607142670915, -73.3331207823583 -40.6730881054909, -73.3609838310812 -40.7033391311877, -73.3734886252889 -40.7151937594081, -73.3831122279884 -40.7214425381288, -73.4052184339951 -40.7317929694119, -73.4266245322076 -40.7418024266912, -73.430023702158 -40.7420833731655, -73.5710501683548 -40.7474795076495))"
SAN MIGUEL,"POLYGON ((-70.6381878290437 -33.5215009141871, -70.6384867914469 -33.5214699900366, -70.6428239708644 -33.5206198443523, -70.6589004865163 -33.5174126046106, -70.6711187932926 -33.5136974792735, -70.6718688408526 -33.5134673979702, -70.6649712217772 -33.4987715532289, -70.6562114516085 -33.4801327012474, -70.6559834911047 -33.4796507432018, -70.6557704949248 -33.4792027654643, -70.6428080081028 -33.4791619197274, -70.6380566125121 -33.5158079446239, -70.6379406935528 -33.5168089652451, -70.6374877850768 -33.5207359719009, -70.6374108027484 -33.5214100151868, -70.637941790414 -33.521499937442, -70.6381878290437 -33.5215009141871))"
SAN NICOLAS,"POLYGON ((-72.3996225978117 -36.6246573631835, -72.3986102702289 -36.6141384663498, -72.3708160956771 -36.4637459176909, -72.36941590688 -36.4569829316726, -72.369195905064 -36.4564749161883, -72.3194423262104 -36.3565324430734, -72.2693403184817 -36.349406309866, -72.252255662212 -36.3484566130375, -72.247496484451 -36.3494627519563, -72.1777923424437 -36.3670229119529, -72.1638390209695 -36.3718380811057, -72.0527831466892 -36.4181047692403, -72.0482139388337 -36.4539026546045, -72.0486152041674 -36.4646526048781, -72.070160774891 -36.5260778708316, -72.0949113373369 -36.5500872795414, -72.2291492398598 -36.5831896360822, -72.3996225978117 -36.6246573631835))"
SAN PABLO,"POLYGON ((-72.8989178815339 -40.5401911334701, -73.215054659193 -40.5356679936076, -73.2182517482771 -40.5355259075062, -73.2246600253244 -40.5351707951045, -73.2604611363069 -40.5302041658123, -73.2647602860373 -40.5293790134374, -73.26719535712 -40.5285090267242, -73.2683123437993 -40.5277229942733, -73.4064490712385 -40.4254383918635, -73.4301902904641 -40.4055731866626, -73.4405321528156 -40.3891191854396, -73.4480999919957 -40.3761190941577, -73.4492478514583 -40.3713701504507, -73.4520175216081 -40.3561862527016, -73.4520424183011 -40.353772301364, -73.444196429983 -40.304956041958, -73.4372301741668 -40.304109157869, -73.4347920283133 -40.3038262420278, -73.0792450573858 -40.3444748080996, -73.0781881021447 -40.3447917615793, -72.9786056324462 -40.3849742636015, -72.9765936670091 -40.385984292862, -72.9063697950349 -40.4406310907064, -72.9031508326759 -40.4438811676428, -72.8565428223581 -40.5260031611779, -72.8550560269287 -40.5350671081937, -72.8552102168874 -40.5394579953353, -72.8989178815339 -40.5401911334701))"
SAN PEDRO,"POLYGON ((-71.3914897359668 -34.0746342350699, -71.3938728010896 -34.0745882631098, -71.5879369249445 -34.0350420671661, -71.6656248746611 -33.9973599233971, -71.7107468691422 -33.9673602573101, -71.7117718246361 -33.965952232886, -71.7124954472091 -33.9492452646941, -71.7106642903 -33.9462183025929, -71.7086932454245 -33.9438313210399, -71.5572975208898 -33.771446364832, -71.5516341977688 -33.7672264036213, -71.5348854741814 -33.7618047276603, -71.4911450593711 -33.769562452744, -71.4384565343139 -33.78663825531, -71.4251862252318 -33.7925464448385, -71.3011883006816 -33.8623303663707, -71.3002422961529 -33.862983324464, -71.2293623472243 -33.9357023742622, -71.2069381817741 -33.9616576688356, -71.2113699933295 -33.9887095529221, -71.2148052391548 -33.9940014703423, -71.2285721119024 -34.0083601377601, -71.231060235764 -34.0106841502513, -71.2335453730336 -34.0128510877923, -71.2349934362696 -34.0140880369883, -71.3498988641178 -34.0620740068502, -71.3517939472375 -34.0627699485113, -71.3914897359668 -34.0746342350699))"
SAN PEDRO DE ATACAMA,"POLYGON ((-68.0680879069569 -24.3266622617838, -68.6976850739441 -23.9237577777134, -68.6980280512693 -23.9184157059716, -68.7129506356067 -23.5568098314614, -68.7155464528629 -23.3874139805175, -68.7152823132186 -23.384488970305, -68.6606397273521 -23.1069845163971, -68.6600356368343 -23.1052305828785, -68.4901938665251 -22.8269303289864, -68.4603562128121 -22.7830461864872, -68.4396591041535 -22.7528040231134, -68.2044889327529 -22.4639712469359, -68.1881921039023 -22.4492041987467, -68.1841769944645 -22.4464812171502, -68.1808778634771 -22.4451132778157, -68.1788157226797 -22.4443822859535, -67.9426364590615 -22.380859071971, -67.9395133222262 -22.3816131328052, -67.9090744462163 -22.3981906070355, -67.1805810882406 -22.8137476732032, -67.1449612389217 -22.8485734433122, -66.9905354996683 -22.9996440107544, -67.0476219404011 -23.1784704979941, -67.1122819424541 -23.3804490933967, -67.1408281772763 -23.469549801766, -67.227117979853 -23.7380758129506, -67.2704093494263 -23.8721458043382, -67.3128216527231 -24.003336656664, -67.3226724624697 -24.0337729168132, -67.4555710695793 -24.0863729070645, -67.6275443011834 -24.1541696626579, -67.8626902140847 -24.2464748236571, -68.0680879069569 -24.3266622617838))"
SAN PEDRO DE LA PAZ,"POLYGON ((-73.0683078964479 -36.970904979956, -73.068977831379 -36.9708699124926, -73.1554692167379 -36.9065398529299, -73.1715571432367 -36.8137831777284, -73.1714992342912 -36.8136411820668, -73.1708241156497 -36.8121112063631, -73.1697980211873 -36.8103972001179, -73.1684629300512 -36.8092142374771, -73.1634937404891 -36.8087793015819, -73.1223483533016 -36.8115340896972, -73.10447580617 -36.8151843447103, -73.0883673569481 -36.8196856270146, -73.0869252807663 -36.8200886588085, -73.0761272259552 -36.8322508002971, -73.0607483427422 -36.856585892133, -73.0607283928174 -36.856638915492, -73.051648761677 -36.8809318542694, -73.0302418894165 -36.9496548595588, -73.0430075671735 -36.9570184875824, -73.0676807767138 -36.9708420069625, -73.0683078964479 -36.970904979956))"
SAN RAFAEL,"POLYGON ((-71.4714999309582 -35.3715353236701, -71.5551118350921 -35.3645089393393, -71.6189440168353 -35.3560488837221, -71.6209560868891 -35.3555998073922, -71.6221190237064 -35.3547718004109, -71.6403982691413 -35.3362005349442, -71.6437903296494 -35.3317815700009, -71.6439141227263 -35.3247175045564, -71.6435649216889 -35.3194295711371, -71.6402136859773 -35.3142076303626, -71.6309669767176 -35.3010958365807, -71.5571093867228 -35.2267334927633, -71.4589734149419 -35.2145551897512, -71.4474309188284 -35.2135373684759, -71.4461079625323 -35.2135423920429, -71.4359966024074 -35.2147595641236, -71.3654551277868 -35.2598926461573, -71.3644120592896 -35.2607896163116, -71.3646561344269 -35.2642946188596, -71.3657914565185 -35.2739215481202, -71.3659305630261 -35.2750155371887, -71.379302035297 -35.3153781622575, -71.3815452580707 -35.3207730443234, -71.3831443592 -35.3222090686471, -71.4310642179363 -35.3646430198399, -71.4335483372394 -35.3663719573275, -71.4367114855259 -35.3675529382406, -71.4646176038066 -35.3708414372655, -71.4714999309582 -35.3715353236701))"
SAN RAMON,"POLYGON ((-70.6329705303431 -33.5608989580783, -70.6457679481048 -33.559151750739, -70.646360002442 -33.5590687403228, -70.6557273277676 -33.5576796510417, -70.6557652530892 -33.5576736381364, -70.6556522485468 -33.5570585810933, -70.6549611994038 -33.553790646317, -70.6519277890242 -33.5425337366427, -70.6487883537609 -33.5313317865388, -70.6487524343731 -33.5312037608759, -70.645456055647 -33.5200868274201, -70.6374108027484 -33.5214100151868, -70.6318494324668 -33.5607749471559, -70.6325055087968 -33.5608590066313, -70.6329705303431 -33.5608989580783))"
SAN ROSENDO,"POLYGON ((-72.7271178593949 -37.2711521581875, -72.8118632204246 -37.2096459757045, -72.8128302296017 -37.2088380042272, -72.8226793173659 -37.1980538898307, -72.822955042236 -37.1870809974147, -72.8191205817209 -37.1791750447141, -72.8188386735776 -37.1788800935033, -72.8129632277072 -37.1738972286445, -72.7923581348028 -37.16095668694, -72.6765961594811 -37.1697857188831, -72.6747160631481 -37.1703697751886, -72.6735520868426 -37.1712007927893, -72.6364738536546 -37.2135971696883, -72.6346128557838 -37.2167232380841, -72.6343899399085 -37.2177111791537, -72.6418536960105 -37.2356679020564, -72.6440338821765 -37.2371269067732, -72.6503481080556 -37.2405797091537, -72.7201655758268 -37.2692792633744, -72.7271178593949 -37.2711521581875))"
SAN VICENTE,"POLYGON ((-71.2180609198509 -34.5930936178577, -71.2196459452463 -34.5928595894438, -71.2598902991002 -34.5835489751334, -71.261992346995 -34.5828239240535, -71.2648523054606 -34.5807138908931, -71.2892406078635 -34.5561215537228, -71.2909476906603 -34.5538945132195, -71.2908025526491 -34.5518405384654, -71.2899435314772 -34.5495245252961, -71.2368827673048 -34.4374758047968, -71.1170575800594 -34.3241330971054, -71.1110643364944 -34.3196292280775, -71.1083481120917 -34.3178843373657, -71.1001027849045 -34.3145694877545, -71.0981926925836 -34.3138344922748, -71.0958355269522 -34.3132665415155, -71.0936124898389 -34.3131765422161, -71.0911464148922 -34.3132185915063, -71.0876733115713 -34.3140786759632, -71.0853632189165 -34.3150296793532, -71.0685639790459 -34.3319789576632, -70.979189224804 -34.4351450960367, -70.9654304279501 -34.466209272254, -70.9634395611688 -34.4764002839374, -70.9635208756369 -34.4862112097224, -70.9695116568906 -34.5095640638586, -70.9769140641529 -34.5137809030507, -71.0296536899163 -34.5429529787766, -71.0390081209589 -34.5478717687643, -71.158445641498 -34.5888825918584, -71.1594076974304 -34.5891135964228, -71.1597796734986 -34.5892025842425, -71.2180609198509 -34.5930936178577))"
